0.75   0.00092
0.99652   0.00093
1.24304   0.00093
1.48955   0.00096
1.73607   0.00101
1.98259   0.00101
2.22911   0.00101
2.47563   0.00101
2.72214   0.00102
2.96866   0.00105
3.21518   0.00105
3.4617   0.00105
3.70822   0.00105
3.95474   0.00105
4.20125   0.00111
4.44777   0.00114
4.69429   0.00114
4.94081   0.00114
5.18733   0.00114
5.43384   0.00114
5.68036   0.00118
5.92688   0.00118
6.1734   0.00123
6.41992   0.00123
6.66643   0.00126
6.91295   0.00127
7.15947   0.00127
7.40599   0.00127
7.65251   0.00127
7.89903   0.00136
8.14554   0.00136
8.39206   0.00136
8.63858   0.00139
8.8851   0.0014
9.13162   0.0014
9.37813   0.00145
9.62465   0.00148
9.87117   0.00149
10.1177   0.00149
10.3642   0.00152
10.6107   0.00153
10.8572   0.00158
11.1038   0.00161
11.3503   0.00162
11.5968   0.00162
11.8433   0.00165
12.0898   0.00171
12.3363   0.00174
12.5829   0.00174
12.8294   0.00175
13.0759   0.00178
13.3224   0.00183
13.5689   0.00187
13.8155   0.00187
14.062   0.00191
14.3085   0.00196
14.555   0.002
14.8015   0.002
15.048   0.00204
15.2946   0.00209
15.5411   0.00213
15.7876   0.00216
16.0341   0.00222
16.2806   0.00225
16.5272   0.00229
16.7737   0.00235
17.0202   0.00238
17.2667   0.00242
17.5132   0.00251
17.7598   0.00252
18.0063   0.00255
18.2528   0.00264
18.4993   0.00268
18.7458   0.00272
18.9923   0.00281
19.2389   0.00285
19.4854   0.00293
19.7319   0.00297
19.9784   0.00307
20.2249   0.00314
20.4715   0.00323
20.718   0.00327
20.9645   0.00339
21.211   0.00344
21.4575   0.00356
21.704   0.0036
21.9506   0.00373
22.1971   0.0038
22.4436   0.00393
22.6901   0.00406
22.9366   0.00414
23.1832   0.00427
23.4297   0.0044
23.6762   0.00456
23.9227   0.00468
24.1692   0.00485
24.4157   0.00501
24.6623   0.00519
24.9088   0.00539
25.1553   0.0056
25.4018   0.00584
25.6483   0.00608
25.8949   0.00633
26.1414   0.00661
26.3879   0.0069
26.6344   0.00726
26.8809   0.00762
27.1274   0.00811
27.374   0.00859
27.6205   0.00917
27.867   0.0098
28.1135   0.0106
28.36   0.01153
28.6065   0.0126
28.8531   0.01395
29.0996   0.01562
29.3461   0.01776
29.5926   0.02057
29.8391   0.02417
30.0857   0.02891
30.3322   0.03489
30.5787   0.04185
30.8252   0.04845
31.0717   0.05225
31.3182   0.05135
31.5648   0.04671
31.8113   0.04071
32.0578   0.03535
32.3043   0.03128
32.5508   0.02844
32.7974   0.02665
33.0439   0.02568
33.2904   0.02532
33.5369   0.02553
33.7834   0.02622
34.0299   0.02739
34.2765   0.02901
34.523   0.03113
34.7695   0.03389
35.016   0.03747
35.2625   0.04196
35.5091   0.04775
35.7556   0.05524
36.0021   0.06505
36.2486   0.07792
36.4951   0.09466
36.7416   0.11553
36.9882   0.13895
37.2347   0.15984
37.4812   0.17088
37.7277   0.16883
37.9742   0.15791
38.2208   0.14542
38.4673   0.13691
38.7138   0.13487
38.9603   0.1399
39.2068   0.15139
39.4533   0.16666
39.6999   0.18058
39.9464   0.18732
40.1929   0.18581
40.4394   0.18078
40.6859   0.17775
40.9325   0.17879
41.179   0.18194
41.4255   0.18432
41.672   0.18587
41.9185   0.18953
42.165   0.19884
42.4116   0.21673
42.6581   0.24503
42.9046   0.28296
43.1511   0.32426
43.3976   0.35783
43.6442   0.37465
43.8907   0.37424
44.1372   0.35957
44.3837   0.33489
44.6302   0.30881
44.8767   0.28985
45.1233   0.28084
45.3698   0.27966
45.6163   0.28316
45.8628   0.28866
46.1093   0.29133
46.3558   0.28533
46.6024   0.27111
46.8489   0.25553
47.0954   0.24501
47.3419   0.24034
47.5884   0.2379
47.835   0.23371
48.0815   0.22845
48.328   0.22595
48.5745   0.23035
48.821   0.24505
49.0675   0.27299
49.3141   0.31619
49.5606   0.37331
49.8071   0.43515
50.0536   0.48165
50.3001   0.49148
50.5467   0.46343
50.7932   0.41745
51.0397   0.37287
51.2862   0.33711
51.5327   0.3071
51.7792   0.27529
52.0258   0.23871
52.2723   0.20111
52.5188   0.16727
52.7653   0.13944
53.0118   0.11744
53.2584   0.10028
53.5049   0.08703
53.7514   0.07675
53.9979   0.06894
54.2444   0.0631
54.4909   0.05895
54.7375   0.05619
54.984   0.0548
55.2305   0.05461
55.477   0.05551
55.7235   0.05738
55.9701   0.05974
56.2166   0.06145
56.4631   0.06207
56.7096   0.0623
56.9561   0.0638
57.2026   0.06754
57.4492   0.07353
57.6957   0.08016
57.9422   0.08403
58.1887   0.08195
58.4352   0.07423
58.6818   0.06416
58.9283   0.05468
59.1748   0.04706
59.4213   0.04123
59.6678   0.03688
59.9143   0.03352
60.1609   0.03105
60.4074   0.02934
60.6539   0.02836
60.9004   0.02808
61.1469   0.02849
61.3935   0.02934
61.64   0.03026
61.8865   0.03086
62.133   0.03112
62.3795   0.03146
62.626   0.03225
62.8726   0.03391
63.1191   0.03652
63.3656   0.04019
63.6121   0.04496
63.8586   0.05068
64.1051   0.05637
64.3517   0.06057
64.5982   0.06156
64.8447   0.05933
65.0912   0.05556
65.3377   0.05194
65.5843   0.0488
65.8308   0.04617
66.0773   0.04409
66.3238   0.04298
66.5703   0.04305
66.8169   0.04443
67.0634   0.04738
67.3099   0.05166
67.5564   0.05665
67.8029   0.06089
68.0494   0.06262
68.296   0.06173
68.5425   0.05971
68.789   0.05857
69.0355   0.05921
69.282   0.06181
69.5285   0.06616
69.7751   0.07221
70.0216   0.08006
70.2681   0.08953
70.5146   0.09839
70.7611   0.10286
71.0077   0.10008
71.2542   0.09124
71.5007   0.08069
71.7472   0.0716
71.9937   0.06517
72.2403   0.06127
72.4868   0.05945
72.7333   0.05913
72.9798   0.0598
73.2263   0.06142
